datasheet_id,line,line_in_wargear,dice,name,description,range,type,A,BS_WS,S,AP,D
582,3,0,,Singing spear,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",12,Ranged,1,2,9,0,3
582,4,0,,Singing spear,"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",Melee,Melee,2,2,3,0,3
582,5,0,,Witchblade,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",Melee,Melee,2,2,3,0,2
583,1,0,,Eldritch Storm,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",24,Ranged,D6,3,6,-2,D3
583,2,0,,Shuriken pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,-1,1
583,3,0,,Singing spear,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",12,Ranged,1,3,9,0,3
583,4,0,,Twin shuriken catapult,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,2,3,4,-1,1
583,5,0,,Singing spear,"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",Melee,Melee,2,2,3,0,3
583,6,0,,Witchblade,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",Melee,Melee,2,2,3,0,2
584,1,0,,Destructor,"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,5,-1,1
584,2,0,,Shuriken pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,-1,1
584,3,0,,Singing spear,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",12,Ranged,1,3,9,0,3
584,4,0,,Singing spear,"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",Melee,Melee,2,3,3,0,3
584,5,0,,Witchblade,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",Melee,Melee,2,3,3,0,2
585,1,0,,Shuriken pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,-1,1
585,2,0,,Destructor,"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,5,-1,1
585,3,0,,Singing spear,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",12,Ranged,1,3,9,0,3
585,4,0,,Witchblade,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",Melee,Melee,2,3,3,0,2
585,5,0,,Singing spear,"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",Melee,Melee,2,3,3,0,3
586,1,0,,Destructor,"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,5,-1,1
586,2,0,,Shuriken pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,-1,1
586,3,0,,Singing spear,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",12,Ranged,1,3,9,0,3
586,4,0,,Twin shuriken catapult,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,2,3,4,-1,1
586,5,0,,Singing spear,"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",Melee,Melee,2,3,3,0,3
586,6,0,,Witchblade,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",Melee,Melee,2,3,3,0,2
587,1,0,,Destructor,"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,5,-1,1
587,2,0,,Shuriken pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,-1,1
587,3,0,,Singing spear,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",12,Ranged,1,3,9,0,3
587,4,0,,Twin shuriken catapult,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,2,3,4,-1,1
587,5,0,,Singing spear,"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",Melee,Melee,2,3,3,0,3
587,6,0,,Witchblade,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",Melee,Melee,2,3,3,0,2
588,1,0,,Shuriken pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,2,4,-1,1
588,2,0,,Witch staff,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",Melee,Melee,2,2,3,0,D3
589,1,0,,Aeldari missile launcher â€“ starshot,,48,Ranged,1,3,10,-2,D6
589,2,0,,Aeldari missile launcher â€“ sunburst,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",48,Ranged,D6,3,4,-1,1
589,3,0,,Bright lance,,36,Ranged,1,3,12,-3,D6+2
589,4,0,,Scatter laser,,36,Ranged,6,3,5,0,1
589,5,0,,Shuriken cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",24,Ranged,3,3,6,-1,2
589,6,0,,Shuriken catapult,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>",18,Ranged,2,3,4,-1,1
589,7,0,,Starcannon,,36,Ranged,2,3,8,-3,2
589,8,0,,Close combat weapon,,Melee,Melee,1,3,3,0,1
590,1,0,,Aeldari flamer,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,4,0,1
590,2,0,,Guardian fusion gun,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",12,Ranged,1,3,8,-4,D6
590,3,0,,Shuriken pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,-1,1
590,4,0,,Aeldari power sword,,Melee,Melee,2,3,4,-2,1
590,5,0,,Guardian combat weapon,,Melee,Melee,2,3,3,0,1
591,1,0,,Scatter laser,,36,Ranged,6,3,5,0,1
591,2,0,,Shuriken cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",24,Ranged,3,3,6,-1,2
591,3,0,,Twin shuriken catapult,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,2,3,4,-1,1
591,4,0,,Close combat weapon,,Melee,Melee,3,3,3,0,1
592,1,0,,Ranger long rifle,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",36,Ranged,1,3,4,-1,2
592,2,0,,Shuriken pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,2,4,-1,1
592,3,0,,Close combat weapon,,Melee,Melee,1,3,3,0,1
593,1,0,,Avenger shuriken catapult,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>",18,Ranged,3,3,4,-1,1
593,2,0,,Shuriken pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,-1,1
593,3,0,,Close combat weapon,,Melee,Melee,2,3,3,0,1
593,4,0,,Diresword,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",Melee,Melee,3,3,4,-2,1
593,5,0,,Power glaive,,Melee,Melee,3,3,5,-2,1
594,1,0,,Shuriken pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,-1,1
594,2,0,,Triskele,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>",12,Ranged,3,3,4,-2,1
594,3,0,,Banshee blade,,Melee,Melee,3,3,4,-3,1
594,4,0,,Executioner,,Melee,Melee,4,3,5,-2,2
594,5,0,,Mirrorswords,,Melee,Melee,6,3,4,-3,1
594,6,0,,Triskele,,Melee,Melee,5,3,3,-2,1
595,1,0,,Scorpionâ€™s claw,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,2,3,4,-1,1
595,2,0,,Shuriken pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,-1,1
595,3,0,,Biting blade,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",Melee,Melee,5,3,5,-1,2
595,4,0,,Scorpion chainsword,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",Melee,Melee,4,3,4,0,1
595,5,0,,Scorpionâ€™s claw,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",Melee,Melee,4,4,8,-2,2
596,1,0,,Dragon fusion gun,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 3</a>",12,Ranged,1,3,9,-4,D6
596,2,0,,Dragonâ€™s breath flamer,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,6,-1,1
596,3,0,,Firepike,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 3</a>",18,Ranged,1,3,12,-4,D6
596,4,0,,Close combat weapon,,Melee,Melee,2,3,3,0,1
597,1,0,,Wraithcannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",18,Ranged,1,4,14,-4,D6
597,2,0,,D-scythe,,12,Ranged,D6,4,10,-4,1
597,3,0,,Close combat weapon,,Melee,Melee,3,4,5,0,1
598,1,0,,Ghostaxe,,Melee,Melee,3,4,7,-2,2
598,2,0,,Ghostswords,,Melee,Melee,5,4,6,-2,1
599,1,0,,Shuriken cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",24,Ranged,3,3,6,-1,2
599,2,0,,Twin Aeldari missile launcher â€“ starshot,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",48,Ranged,1,3,10,-2,D6
599,3,0,,Twin Aeldari missile launcher â€“ sunburst,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",48,Ranged,D6,3,4,-1,1
599,4,0,,Twin bright lance,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,1,3,12,-3,D6+2
599,5,0,,Twin scatter laser,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,6,3,5,0,1
599,6,0,,Twin shuriken cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",24,Ranged,3,3,6,-1,2
599,7,0,,Twin shuriken catapult,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,2,3,4,-1,1
599,8,0,,Twin starcannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,2,3,8,-3,2
599,9,0,,Wraithbone hull,,Melee,Melee,3,4,6,0,1
600,1,0,,Hawkâ€™s talon,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>",24,Ranged,4,3,5,0,1
600,2,0,,Lasblaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>",24,Ranged,4,3,4,0,1
600,3,0,,Aeldari power sword,,Melee,Melee,3,3,4,-2,1
600,4,0,,Close combat weapon,,Melee,Melee,2,3,3,0,1
601,1,0,,Death spinner,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,4,0,1
601,2,0,,Close combat weapon,,Melee,Melee,2,3,3,0,1
601,3,0,,Powerblades,,Melee,Melee,3,3,4,-2,1
602,1,0,,Laser lance,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>",6,Ranged,1,3,6,-2,2
602,2,0,,Shuriken cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",24,Ranged,3,3,6,-1,2
602,3,0,,Star lance,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>",6,Ranged,1,2,9,-3,2
602,4,0,,Twin shuriken catapult,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,2,3,4,-1,1
602,5,0,,Laser lance,"<a href=""/wh40k10ed/the-rules/core-rules/#Lance"">lance</a>",Melee,Melee,3,3,4,-2,2
602,6,0,,Paragon sabre,,Melee,Melee,6,3,4,-2,2
602,7,0,,Star lance,"<a href=""/wh40k10ed/the-rules/core-rules/#Lance"">lance</a>",Melee,Melee,4,2,4,-3,2
603,1,0,,Bright lance,,36,Ranged,1,3,12,-3,D6+2
603,2,0,,Pulse laser,,48,Ranged,3,3,9,-2,D6
603,3,0,,Starcannon,,36,Ranged,2,3,8,-3,2
603,4,0,,Wraithbone hull,,Melee,Melee,3,4,6,0,1
605,1,0,,Aeldari missile launcher â€“ starshot,,48,Ranged,1,3,10,-2,D6
605,2,0,,Aeldari missile launcher â€“ sunburst,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",48,Ranged,D6,3,4,-1,1
605,3,0,,Bright lance,,36,Ranged,1,3,12,-3,D6+2
605,4,0,,Scatter laser,,36,Ranged,6,3,5,0,1
605,5,0,,Starcannon,,36,Ranged,2,3,8,-3,2
605,6,0,,Shuriken cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",24,Ranged,3,3,6,-1,2
605,7,0,,Twin shuriken catapult,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,2,3,4,-1,1
605,8,0,,Wraithbone hull,,Melee,Melee,3,4,6,0,1
606,1,0,,Heavy D-scythe,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",18,Ranged,D6,4,12,-4,2
606,2,0,,Wraithbone hull,,Melee,Melee,3,4,6,0,1
607,1,0,,Aeldari missile launcher â€“ starshot,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>",48,Ranged,1,3,10,-2,D6
607,2,0,,Aeldari missile launcher â€“ sunburst,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>",48,Ranged,D6,3,4,-1,1
607,3,0,,Reaper launcher â€“ starshot,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>",48,Ranged,1,3,8,-2,2
607,4,0,,Reaper launcher â€“ starswarm,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>",48,Ranged,2,3,5,-1,1
607,5,0,,Shuriken cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",24,Ranged,3,3,6,-1,2
607,6,0,,Tempest launcher,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",36,Ranged,2D6,3,4,-1,1
607,7,0,,Close combat weapon,,Melee,Melee,2,3,3,0,1
608,1,0,,D-cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",24,Ranged,D3,3,16,-4,D6+2
608,2,0,,Shadow weaver,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",48,Ranged,D6+2,3,6,0,1
608,3,0,,Shuriken catapult,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>",18,Ranged,2,3,4,-1,1
608,4,0,,Vibro cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",48,Ranged,D6,3,8,-1,2
608,5,0,,Close combat weapon,,Melee,Melee,2,3,3,0,1
609,1,0,,Aeldari missile launcher â€“ sunburst,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",48,Ranged,D6,3,4,-1,1
609,2,0,,Aeldari missile launcher â€“ starshot,,48,Ranged,1,3,10,-2,D6
609,3,0,,Bright lance,,36,Ranged,1,3,12,-3,D6+2
609,4,0,,Pulse laser,,48,Ranged,3,3,9,-2,D6
609,5,0,,Starcannon,,36,Ranged,2,3,8,-3,2
609,6,0,,Scatter laser,,36,Ranged,6,3,5,0,1
609,7,0,,Twin shuriken catapult,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,2,3,4,-1,1
609,8,0,,Shuriken cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",24,Ranged,3,3,6,-1,2
609,9,0,,Wraithbone hull,,Melee,Melee,3,4,6,0,1
610,1,0,,Prism cannon â€“ dispersed pulse,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",60,Ranged,2D6,3,6,-1,2
610,2,0,,Prism cannon â€“ focused lances,linked fire,60,Ranged,2,3,18,-4,6
610,3,0,,Shuriken cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",24,Ranged,3,3,6,-1,2
610,4,0,,Twin shuriken catapult,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,2,3,4,-1,1
610,5,0,,Wraithbone hull,,Melee,Melee,3,4,6,0,1
611,1,0,,Doomweaver,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",48,Ranged,D6+3,3,7,0,2
611,2,0,,Shuriken cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",24,Ranged,3,3,6,-1,2
611,3,0,,Twin shuriken catapult,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,2,3,4,-1,1
611,4,0,,Wraithbone hull,,Melee,Melee,3,4,6,0,1
612,1,0,,Aeldari missile launcher â€“ starshot,,48,Ranged,1,3,10,-2,D6
612,2,0,,Aeldari missile launcher â€“ sunburst,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",48,Ranged,D6,3,4,-1,1
612,3,0,,Bright lance,,36,Ranged,1,3,12,-3,D6+2
612,4,0,,Scatter laser,,36,Ranged,6,3,5,0,1
612,5,0,,Shuriken cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",24,Ranged,3,3,6,-1,2
612,6,0,,Starcannon,,36,Ranged,2,3,8,-3,2
612,7,0,,War Walker feet,,Melee,Melee,3,3,5,0,1
613,1,0,,Aeldari missile launcher â€“ starshot,,48,Ranged,1,4,10,-2,D6
613,2,0,,Aeldari missile launcher â€“ sunburst,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",48,Ranged,D6,4,4,-1,1
613,3,0,,Aeldari flamer,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,4,0,1
613,4,0,,Bright lance,,36,Ranged,1,4,12,-3,D6+2
613,5,0,,Scatter laser,,36,Ranged,6,4,5,0,1
613,6,0,,Shuriken cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",24,Ranged,3,4,6,-1,2
613,7,0,,Shuriken catapult,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>",18,Ranged,2,4,4,-1,1
613,8,0,,Starcannon,,36,Ranged,2,4,8,-3,2
613,9,0,,Ghostglaive â€“ strike,,Melee,Melee,4,4,10,-3,D6+1
613,10,0,,Ghostglaive â€“ sweep,,Melee,Melee,8,4,7,-2,2
613,11,0,,Wraithbone fists,,Melee,Melee,4,4,7,-2,2
614,1,0,,Heavy wraithcannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",36,Ranged,D3,3,20,-4,2D6
614,2,0,,Scatter laser,,36,Ranged,6,3,5,0,1
614,3,0,,Shuriken cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",24,Ranged,3,3,6,-1,2
614,4,0,,Starcannon,,36,Ranged,2,3,8,-3,2
614,5,0,,Suncannon,,48,Ranged,2D6,3,8,-3,3
614,6,0,,Titanic feet,,Melee,Melee,5,3,8,-1,2
614,7,0,,Titanic ghostglaive â€“ strike,,Melee,Melee,5,3,16,-3,6
614,8,0,,Titanic ghostglaive â€“ sweep,,Melee,Melee,15,3,8,-2,2
615,1,0,,Prism rifle â€“ dispersed,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",18,Ranged,D6,3,4,-1,1
615,2,0,,Prism rifle â€“ focused,,24,Ranged,1,3,6,-2,3
615,3,0,,Close combat weapon,,Melee,Melee,2,3,3,0,1
616,1,0,,Aeldari missile launcher â€“ starshot,,48,Ranged,1,3,10,-2,D6
616,2,0,,Aeldari missile launcher â€“ sunburst,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",48,Ranged,D6,3,4,-1,1
616,3,0,,Bright lance,,36,Ranged,1,3,12,-3,D6+2
616,4,0,,Scatter laser,,36,Ranged,6,3,5,0,1
616,5,0,,Shuriken cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",24,Ranged,3,3,6,-1,2
616,6,0,,Starcannon,,36,Ranged,2,3,8,-3,2
616,7,0,,Wasp feet,,Melee,Melee,3,3,5,0,1
617,1,0,,Aeldari missile launcher â€“ sunburst,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",48,Ranged,D6,4,4,-1,1
617,2,0,,Aeldari missile launcher â€“ starshot,,48,Ranged,1,4,10,-2,D6
617,3,0,,Bright lance,,36,Ranged,1,4,12,-3,D6+2
